,position
0,0.01890009911380597
1,0.018900157416044776
2,0.018898699860074628
3,0.018895609841417912
4,0.01889103311567164
5,0.018884911380597016
6,0.018877186333955225
7,0.018867799673507463
8,0.01885701375932836
9,0.018844595382462685
10,0.01883063199626866
11,0.01881512360074627
12,0.01879812849813433
13,0.01877958838619403
14,0.01875959071828358
15,0.01873836870335821
16,0.018718516791044776
17,0.018699830923507462
18,0.018682690065298508
19,0.018667444029850745
20,0.018653393190298507
21,0.01864103311567164
22,0.01863010144589552
23,0.018620918843283582
24,0.018613164645522387
25,0.018607072061567163
26,0.018602437033582088
27,0.018599347014925372
28,0.018597831156716416
29,0.018597568796641793
30,0.018599142957089553
31,0.018602291277985076
32,0.01860704291044776
33,0.01861307719216418
34,0.018620860541044774
35,0.018630188899253733
36,0.018641091417910448
37,0.018653480643656715
38,0.018667618936567165
39,0.018683360541044775
40,0.018700064132462686
41,0.01871886660447761
42,0.018739010027985073
43,0.01876026119402985
44,0.018780083955223882
45,0.018798857276119404
46,0.018815677472014927
47,0.018831185867537313
48,0.018844857742537312
49,0.018857276119402987
50,0.018867916277985074
51,0.01887715718283582
52,0.018884911380597016
53,0.01889100396455224
54,0.0188954932369403
55,0.018898466651119404
56,0.018899924207089552
57,0.01890009911380597
58,0.01890009911380597
59,0.01890009911380597
60,0.01890009911380597
61,0.01889998250932836
62,0.01890097364738806
63,0.018903713852611942
64,0.018907969916044775
65,0.018913945895522387
66,0.018920942164179104
67,0.018926801539179104
68,0.018931086753731344
69,0.018933856110074625
70,0.01893505130597015
71,0.018935197061567165
72,0.018935197061567165
73,0.018935197061567165
74,0.018935197061567165
75,0.01893642140858209
76,0.01893924906716418
77,0.018943621735074627
78,0.018949568563432835
79,0.018956564832089552
80,0.018962482509328357
81,0.018966651119402985
82,0.018969274720149254
83,0.01897041161380597
84,0.01897041161380597
85,0.01897041161380597
86,0.01897041161380597
87,0.018970440764925375
88,0.018972102378731343
89,0.018975367304104478
90,0.01898026469216418
91,0.018986473880597016
92,0.018993528451492537
93,0.018998863106343283
94,0.019002681902985076
95,0.019004839085820895
96,0.01900553871268657
97,0.01900556786380597
98,0.01900556786380597
99,0.01900556786380597
100,0.01900556786380597
101,0.019006704757462686
102,0.019009619869402986
103,0.01901407999067164
104,0.01901999766791045
105,0.019027081389925374
106,0.019032765858208955
107,0.019037021921641792
108,0.01903967467350746
109,0.019040694962686566
110,0.019040753264925374
111,0.019040753264925374
112,0.019040753264925374
113,0.019040753264925374
114,0.0190419776119403
115,0.019044951026119403
116,0.01904941114738806
117,0.01905538712686567
118,0.019062587453358208
119,0.01906815531716418
120,0.019072207322761194
121,0.019074830923507462
122,0.01907588036380597
123,0.019075938666044776
124,0.019075938666044776
125,0.019075938666044776
